0.0	0.0	10.0
0.0	0.0167	10.0
0.0	0.0334	10.0
0.0	0.0501	10.0
0.0	0.0668	10.0
0.0	0.08349999999999999	10.0
0.0	0.1002	10.0
0.0	0.1169	10.0
0.0	0.1336	10.0
0.0	0.1503	10.0
0.0	0.16699999999999998	10.0
0.0	0.1837	10.0
0.0	0.2004	10.0
0.0	0.2171	10.0
0.0	0.2338	10.0
0.0	0.2505	10.0
0.0	0.2672	10.0
0.0	0.2839	10.0
0.0	0.3006	10.0
0.0	0.31729999999999997	10.0
0.0	0.33399999999999996	10.0
0.0	0.3507	10.0
0.0	0.3674	10.0
0.0	0.3841	10.0
0.0	0.4008	10.0
0.0	0.4175	10.0
0.0	0.4342	10.0
0.0	0.45089999999999997	10.0
0.0	0.4676	10.0
0.0	0.4843	10.0
0.0	0.501	10.0
0.0	0.5176999999999999	10.0
0.0	0.5344	10.0
0.0	0.5511	10.0
0.0	0.5678	10.0
0.0	0.5845	10.0
0.0	0.6012	10.0
0.0	0.6179	10.0
0.0	0.6345999999999999	10.0
0.0	0.6513	10.0
0.0	0.6679999999999999	10.0
0.0	0.6847	10.0
0.0	0.7014	10.0
0.0	0.7181	10.0
0.0	0.7348	10.0
0.0	0.7515	10.0
0.0	0.7682	10.0
0.0	0.7848999999999999	10.0
0.0	0.8016	10.0
0.0	0.8183	10.0
0.0	0.835	10.0
0.0	0.8517	10.0
0.0	0.8684	10.0
0.0	0.8851	10.0
0.0	0.9017999999999999	10.0
0.0	0.9185	10.0
0.0	0.9352	10.0
0.0	0.9519	10.0
0.0	0.9686	10.0
0.0	0.9853	10.0
0.0	1.002	10.0
0.0	1.0187	10.0
0.0	1.0353999999999999	10.0
0.0	1.0521	10.0
0.0	1.0688	10.0
0.0	1.0855	10.0
0.0	1.1022	10.0
0.0	1.1189	10.0
0.0	1.1356	10.0
0.0	1.1522999999999999	10.0
0.0	1.169	10.0
0.0	1.1857	10.0
0.0	1.2024	10.0
0.0	1.2191	10.0
0.0	1.2358	10.0
0.0	1.2525	10.0
0.0	1.2691999999999999	10.0
0.0	1.2859	10.0
0.0	1.3026	10.0
0.0	1.3193	10.0
0.0	1.3359999999999999	10.0
0.0	1.3527	10.0
